         22296485 function calls (22295808 primitive calls) in 80.078 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 {method 'get_index_signed' of 'builtins.PySeries' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/schema.py:131(names)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/series.py:7512(dt)
       25    0.000    0.000    0.000    0.000 {built-in method fromisoformat}
      264    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/string.py:42(__init__)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/csv/_utils.py:11(_check_arg_is_1byte)
       72    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/schema.py:24(_required_init_args)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/utils.py:152(get_ffi_func)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/functions/aggregation/horizontal.py:66(any_horizontal)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/dataframe/frame.py:9495(lazy)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/various.py:79(_is_generator)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/dataframe/frame.py:2484(to_series)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/expr.py:10806(dt)
       48    0.000    0.000    0.000    0.000 {method 'to_series' of 'builtins.PyDataFrame' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/series.py:2912(slice)
       63    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      576    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2154(cast)
      144    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/series.py:568(dtype)
      134    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:511(_compile_info)
      192    0.000    0.000    0.000    0.000 {first}
      242    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:240(__next)
        1    0.000    0.000    0.001    0.001 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/digital_rf/digital_metadata.py:115(__init__)
       48    0.000    0.000    0.000    0.000 {method 'columns' of 'builtins.PyDataFrame' objects}
       24    0.000    0.000    0.001    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/lazyframe/frame.py:6760(drop_nulls)
       72    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/classes.py:200(is_nested)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1458(add_argument)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1562(__and__)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/logging.py:6(verbose)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/various.py:114(is_bool_sequence)
       24    0.000    0.000    0.000    0.000 {method 'filter' of 'builtins.PyLazyFrame' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/convert.py:258(dtype_to_ffiname)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:30(_is_azure_cloud)
      120    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/classes.py:165(is_decimal)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:974(_read)
       11    0.000    0.000    0.002    0.000 /usr/lib/python3.12/re/_compiler.py:740(compile)
        1    0.000    0.000    0.001    0.001 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/digital_rf/digital_rf_hdf5.py:189(__init__)
       48    0.000    0.000    0.000    0.000 {method 'gather_every' of 'builtins.PyExpr' objects}
      173    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/expr.py:4890(gather_every)
      144    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:31(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'dt_epoch_seconds' of 'builtins.PyExpr' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/gettext.py:479(find)
       24    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
      194    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/h5py/_hl/filters.py:170(rq_tuple)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/_parser.py:969(parse)
        6    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/h5py/_hl/attrs.py:96(__setitem__)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/expr.py:937(is_null)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      142    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       48    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:142(_iterdir)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:216(_compile_charset)
        6    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/h5py/_hl/files.py:283(attrs)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/_strptime.py:293(_strptime)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:256(match)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1544(_get_value)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/dataframe/frame.py:802(columns)
       24    0.000    0.000    0.000    0.000 <frozen os>:779(getenv)
       24    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1287(__init__)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/_compiler.py:573(_code)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1376(__init__)
       96    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/string.py:2976(_validate_format_argument)
      106    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:176(append)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:20(_get_path_scheme)
       31    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/gettext.py:224(_expand_lang)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:582(__init__)
       24    0.000    0.000    0.000    0.000 {method 'is_null' of 'builtins.PyExpr' objects}
       44    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
    16/11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/classes.py:195(is_temporal)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:173(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1952(_parse_known_args)
       39    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.898    0.898 /usr/lib/python3.12/shutil.py:724(rmtree)
       51    0.000    0.000    0.000    0.000 <frozen genericpath>:99(samestat)
       56    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:372(_escape)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/shutil.py:1461(get_terminal_size)
       72    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/deprecation.py:100(_rename_keyword_argument)
      108    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:26(_is_aws_cloud)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/argparse.py:1776(__init__)
       67    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/string.py:35(__init__)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/various.py:136(is_sequence)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/lazyframe/frame.py:3388(<genexpr>)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:726(__call__)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/lib/_version.py:55(__init__)
        1    0.000    0.000    0.001    0.001 /home/cuong/drive/code/CSV2DRF/csv2drf.py:174(__calculate_start_global_index)
       72    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:27(<genexpr>)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:293(tell)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1210(__init__)
       20    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:665(read)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       50    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/locale.py:381(normalize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/uuid.py:139(__init__)
       26    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/fnmatch.py:48(filter)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:60(_iglob)
        4    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:34(_is_gcp_cloud)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1599(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1914(parse_known_args)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/convert.py:169(DTYPE_TO_PY_TYPE)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
       52    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
       97    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/h5py/_hl/filters.py:96(_normalize_external)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/_strptime.py:551(_strptime_datetime)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/csv2drf.py:34(__init__)
       27    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1509(add_argument_group)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1429(register)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/datetime.py:33(__init__)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:9(_first_scan_path)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:1(<module>)
     67/6    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/various.py:70(_process_null_values)
        3    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/dependencies.py:190(_might_be)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:309(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/_strptime.py:238(pattern)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/uuid.py:723(uuid4)
       24    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/series/series.py:3588(is_empty)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:176(_listdir)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/locale.py:347(_replace_encoding)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:86(opengroup)
       27    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1519(_add_action)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       58    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
       96    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/cloud/_utils.py:35(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1999(take_action)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1349(_find_and_load)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:617(_format_args)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/gettext.py:534(translation)
        9    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/dependencies.py:196(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1098(_join_multiline_values)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1790(isEnabledFor)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:449(_uniq)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1129(__new__)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/_utils/slice.py:27(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2511(_get_values)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:13(glob)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:83(groups)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:398(_simple)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
       66    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2634(_get_formatter)
       19    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/__init__.py:226(compile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/fnmatch.py:38(_compile_pattern)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/io/_utils.py:66(parse_row_index_args)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/expr/datetime.py:34(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:857(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2020(consume_optional)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2241(_match_argument)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/core/records.py:418(__new__)
        6    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1686(__init__)
        5    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/core/records.py:441(__getattribute__)
       24    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/lazyframe/frame.py:3393(<genexpr>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:743(get)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:108(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1222(__getitem__)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/csv2drf.py:38(get_compression_level)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/gettext.py:593(dgettext)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:98(closegroup)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1708(_add_action)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2110(consume_positionals)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
       14    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:989(exec_module)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:953(fix_flags)
       14    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 {built-in method strptime}
        6    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/packaging/version.py:358(base_version)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:105(_glob1)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
       48    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/classes.py:122(base_type)
       43    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:911(_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:1122(_unify_values)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:223(has_magic)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2263(_match_arguments_partial)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1433(_registry_get)
        8    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/polars/datatypes/convert.py:140(DTYPE_TO_FFINAME)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:31(_combine_flags)
        6    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/h5py/_hl/attrs.py:47(__init__)
        2    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/core/records.py:435(__array_finalize__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1887(_add_action)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/locale.py:582(getlocale)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 /home/cuong/drive/code/CSV2DRF/.drfenv/lib/python3.12/site-packages/numpy/core/numerictypes.py:357(issubdtype)
        9    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1633(_pop_action_class)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:963(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:31(iglob)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:172(__setitem__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/_strptime.py:261(compile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:1637(_get_handler)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:77(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:202(__get__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.12/glob.py:230(_ishidden)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:304(checkgroupname)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/configparser.py:939(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/collections/__init__.py:1009(__getitem__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2378(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:2569(_get_value)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/argparse.py:610(format)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        3    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/gettext.py:631(gettext)
